head	reason	batch_id
化學變化	no_gradable_opposite	len4-b03-20260715
吉普賽人	no_gradable_opposite	len4-b03-20260715
君主專制	no_gradable_opposite	len4-b03-20260715
地主階級	no_gradable_opposite	len4-b03-20260715
大吉大利	no_gradable_opposite	len4-b03-20260715
好景不長	no_gradable_opposite	len4-b03-20260715
安享晚年	no_gradable_opposite	len4-b03-20260715
完全小學	no_gradable_opposite	len4-b03-20260715
官僚資本	no_gradable_opposite	len4-b03-20260715
寫實主義	no_gradable_opposite	len4-b03-20260715
尚方寶劍	no_gradable_opposite	len4-b03-20260715
巴甫洛夫	proper_name_or_deixis	len4-b03-20260715
布魯塞爾	proper_name_or_deixis	len4-b03-20260715
彈性模量	no_gradable_opposite	len4-b03-20260715
愛國人士	no_gradable_opposite	len4-b03-20260715
有機肥料	no_gradable_opposite	len4-b03-20260715
殘酷無情	no_gradable_opposite	len4-b03-20260715
泱泱大國	no_gradable_opposite	len4-b03-20260715
浮動匯率	no_gradable_opposite	len4-b03-20260715
浮游生物	no_gradable_opposite	len4-b03-20260715
烏茲別克	proper_name_or_deixis	len4-b03-20260715
牛頭馬面	no_gradable_opposite	len4-b03-20260715
物理療法	no_gradable_opposite	len4-b03-20260715
男女老幼	no_gradable_opposite	len4-b03-20260715
神經中樞	no_gradable_opposite	len4-b03-20260715
立體幾何	no_gradable_opposite	len4-b03-20260715
紅白喜事	no_gradable_opposite	len4-b03-20260715
納米比亞	proper_name_or_deixis	len4-b03-20260715
結核桿菌	no_gradable_opposite	len4-b03-20260715
線性規劃	no_gradable_opposite	len4-b03-20260715
胃蛋白酶	no_gradable_opposite	len4-b03-20260715
自治機關	no_gradable_opposite	len4-b03-20260715
自然經濟	no_gradable_opposite	len4-b03-20260715
花邊新聞	no_gradable_opposite	len4-b03-20260715
血肉橫飛	no_gradable_opposite	len4-b03-20260715
赤腳醫生	no_gradable_opposite	len4-b03-20260715
軍事法庭	no_gradable_opposite	len4-b03-20260715
隨行人員	no_gradable_opposite	len4-b03-20260715
高速公路	no_gradable_opposite	len4-b03-20260715
不知進退	no_gradable_opposite	len4-b04-20260715
主觀主義	no_gradable_opposite	len4-b04-20260715
亞馬孫河	proper_name_or_deixis	len4-b04-20260715
伽馬射線	no_gradable_opposite	len4-b04-20260715
低等動物	no_gradable_opposite	len4-b04-20260715
俄羅斯族	proper_name_or_deixis	len4-b04-20260715
傷殘人員	no_gradable_opposite	len4-b04-20260715
全權代表	no_gradable_opposite	len4-b04-20260715
共同綱領	no_gradable_opposite	len4-b04-20260715
化學肥料	no_gradable_opposite	len4-b04-20260715
合久必分	no_gradable_opposite	len4-b04-20260715
哈雷彗星	proper_name_or_deixis	len4-b04-20260715
嚴以律己	no_gradable_opposite	len4-b04-20260715
國際公法	no_gradable_opposite	len4-b04-20260715
地下鐵道	no_gradable_opposite	len4-b04-20260715
城市貧民	no_gradable_opposite	len4-b04-20260715
威士忌酒	no_gradable_opposite	len4-b04-20260715
宇宙速度	no_gradable_opposite	len4-b04-20260715
宮廷政變	no_gradable_opposite	len4-b04-20260715
寬以待人	no_gradable_opposite	len4-b04-20260715
惺惺作態	no_gradable_opposite	len4-b04-20260715
愛麗捨宮	proper_name_or_deixis	len4-b04-20260715
技壓羣雄	no_gradable_opposite	len4-b04-20260715
拉丁字母	no_gradable_opposite	len4-b04-20260715
末梢神經	no_gradable_opposite	len4-b04-20260715
桃色新聞	no_gradable_opposite	len4-b04-20260715
楔形文字	no_gradable_opposite	len4-b04-20260715
民生主義	no_gradable_opposite	len4-b04-20260715
無庸置疑	no_gradable_opposite	len4-b04-20260715
物理變化	no_gradable_opposite	len4-b04-20260715
狗皮膏藥	no_gradable_opposite	len4-b04-20260715
玉潔冰清	no_gradable_opposite	len4-b04-20260715
立法委員	no_gradable_opposite	len4-b04-20260715
等比數列	no_gradable_opposite	len4-b04-20260715
精神衰弱	no_gradable_opposite	len4-b04-20260715
羅馬數字	no_gradable_opposite	len4-b04-20260715
自動鉛筆	no_gradable_opposite	len4-b04-20260715
自賣自誇	no_gradable_opposite	len4-b04-20260715
計時工資	no_gradable_opposite	len4-b04-20260715
語氣助詞	no_gradable_opposite	len4-b04-20260715
課外作業	no_gradable_opposite	len4-b04-20260715
遺傳學家	no_gradable_opposite	len4-b04-20260715
遺傳工程	no_gradable_opposite	len4-b04-20260715
醋酸纖維	no_gradable_opposite	len4-b04-20260715
鏈式反應	no_gradable_opposite	len4-b04-20260715
陰極射線	no_gradable_opposite	len4-b04-20260715
靜電感應	no_gradable_opposite	len4-b04-20260715
風俗人情	no_gradable_opposite	len4-b04-20260715
高山反應	no_gradable_opposite	len4-b04-20260715
黃袍加身	no_gradable_opposite	len4-b04-20260715
不咎既往	no_gradable_opposite	len4-b05-20260715
不碎玻璃	no_gradable_opposite	len4-b05-20260715
五色繽紛	no_gradable_opposite	len4-b05-20260715
仁人君子	no_gradable_opposite	len4-b05-20260715
保留劇目	no_gradable_opposite	len4-b05-20260715
備而不用	no_gradable_opposite	len4-b05-20260715
傳真電報	no_gradable_opposite	len4-b05-20260715
元元本本	no_gradable_opposite	len4-b05-20260715
兩性生殖	no_gradable_opposite	len4-b05-20260715
動眼神經	no_gradable_opposite	len4-b05-20260715
升堂入室	no_gradable_opposite	len4-b05-20260715
名義工資	no_gradable_opposite	len4-b05-20260715
固定資金	no_gradable_opposite	len4-b05-20260715
外交特權	no_gradable_opposite	len4-b05-20260715
小生產者	no_gradable_opposite	len4-b05-20260715
常綠植物	no_gradable_opposite	len4-b05-20260715
抽象勞動	no_gradable_opposite	len4-b05-20260715
捲舌元音	no_gradable_opposite	len4-b05-20260715
撐竿跳高	no_gradable_opposite	len4-b05-20260715
放熱反應	no_gradable_opposite	len4-b05-20260715
旋渦星雲	no_gradable_opposite	len4-b05-20260715
會厭軟骨	no_gradable_opposite	len4-b05-20260715
有形損耗	no_gradable_opposite	len4-b05-20260715
橡皮圖章	no_gradable_opposite	len4-b05-20260715
毛細現象	no_gradable_opposite	len4-b05-20260715
消費資料	no_gradable_opposite	len4-b05-20260715
渙然冰釋	no_gradable_opposite	len4-b05-20260715
渺無音信	no_gradable_opposite	len4-b05-20260715
火山地震	no_gradable_opposite	len4-b05-20260715
炒買炒賣	no_gradable_opposite	len4-b05-20260715
瓦釜雷鳴	no_gradable_opposite	len4-b05-20260715
票房價值	no_gradable_opposite	len4-b05-20260715
稀有元素	no_gradable_opposite	len4-b05-20260715
稍勝一籌	no_gradable_opposite	len4-b05-20260715
等比級數	no_gradable_opposite	len4-b05-20260715
萬事俱備	no_gradable_opposite	len4-b05-20260715
薩克森州	proper_name_or_deixis	len4-b05-20260715
藍田猿人	proper_name_or_deixis	len4-b05-20260715
複合元音	no_gradable_opposite	len4-b05-20260715
超羣絕倫	no_gradable_opposite	len4-b05-20260715
輕機關槍	no_gradable_opposite	len4-b05-20260715
造謠中傷	no_gradable_opposite	len4-b05-20260715
間接選舉	no_gradable_opposite	len4-b05-20260715
隔音符號	no_gradable_opposite	len4-b05-20260715
雌雄異株	no_gradable_opposite	len4-b05-20260715
電報掛號	no_gradable_opposite	len4-b05-20260715
飛車走壁	no_gradable_opposite	len4-b05-20260715
黃色炸藥	no_gradable_opposite	len4-b05-20260715
黑色火藥	no_gradable_opposite	len4-b05-20260715
齊東野語	no_gradable_opposite	len4-b05-20260715
一概而論	no_gradable_opposite	len4-b06-20260715
不祧之祖	no_gradable_opposite	len4-b06-20260715
丙種射線	no_gradable_opposite	len4-b06-20260715
人工智能	no_gradable_opposite	len4-b06-20260715
以人為本	no_gradable_opposite	len4-b06-20260715
仰卧起坐	no_gradable_opposite	len4-b06-20260715
個人衞生	no_gradable_opposite	len4-b06-20260715
借酒消愁	no_gradable_opposite	len4-b06-20260715
偵探小説	no_gradable_opposite	len4-b06-20260715
全勞動力	no_gradable_opposite	len4-b06-20260715
力排眾議	no_gradable_opposite	len4-b06-20260715
卧薪嚐膽	no_gradable_opposite	len4-b06-20260715
國際公制	no_gradable_opposite	len4-b06-20260715
大年初一	no_gradable_opposite	len4-b06-20260715
大政方針	no_gradable_opposite	len4-b06-20260715
定海神針	no_gradable_opposite	len4-b06-20260715
扭力天平	no_gradable_opposite	len4-b06-20260715
扭虧為盈	no_gradable_opposite	len4-b06-20260715
格林威治	proper_name_or_deixis	len4-b06-20260715
氣象衞星	no_gradable_opposite	len4-b06-20260715
深受其害	no_gradable_opposite	len4-b06-20260715
為時過早	no_gradable_opposite	len4-b06-20260715
烏魯木齊	proper_name_or_deixis	len4-b06-20260715
無名腫毒	no_gradable_opposite	len4-b06-20260715
無線電台	no_gradable_opposite	len4-b06-20260715
犁庭掃閭	no_gradable_opposite	len4-b06-20260715
環狀軟骨	no_gradable_opposite	len4-b06-20260715
生花之筆	no_gradable_opposite	len4-b06-20260715
直屬機關	no_gradable_opposite	len4-b06-20260715
看守政府	no_gradable_opposite	len4-b06-20260715
矢口抵賴	no_gradable_opposite	len4-b06-20260715
短篇小説	no_gradable_opposite	len4-b06-20260715
祖傳秘方	no_gradable_opposite	len4-b06-20260715
細菌肥料	no_gradable_opposite	len4-b06-20260715
經濟雜交	no_gradable_opposite	len4-b06-20260715
見稜見角	no_gradable_opposite	len4-b06-20260715
言情小説	no_gradable_opposite	len4-b06-20260715
象形文字	no_gradable_opposite	len4-b06-20260715
趙公元帥	no_gradable_opposite	len4-b06-20260715
輔助貨幣	no_gradable_opposite	len4-b06-20260715
轉氨基酶	no_gradable_opposite	len4-b06-20260715
通訊衞星	no_gradable_opposite	len4-b06-20260715
造謠惑眾	no_gradable_opposite	len4-b06-20260715
開放電路	no_gradable_opposite	len4-b06-20260715
隨遇平衡	no_gradable_opposite	len4-b06-20260715
雀巢咖啡	proper_name_or_deixis	len4-b06-20260715
電弧焊接	no_gradable_opposite	len4-b06-20260715
電熱水壺	no_gradable_opposite	len4-b06-20260715
高氣壓區	no_gradable_opposite	len4-b06-20260715
麟角鳳觜	no_gradable_opposite	len4-b06-20260715
