head	reason	batch_id
上網	no_stable_near_synonym	syn-top5000-b02-20260718
下次	no_stable_near_synonym	syn-top5000-b02-20260718
他們	function_word	syn-top5000-b02-20260718
兜過	no_stable_near_synonym	syn-top5000-b02-20260718
入到	function_word	syn-top5000-b02-20260718
吔	function_word	syn-top5000-b02-20260718
呢種	function_word	syn-top5000-b02-20260718
咖啡	polysemous_no_stable_sense	syn-top5000-b02-20260718
咭	function_word	syn-top5000-b02-20260718
啵	function_word	syn-top5000-b02-20260718
嗄	function_word	syn-top5000-b02-20260718
嘅話	function_word	syn-top5000-b02-20260718
嚟㗎	function_word	syn-top5000-b02-20260718
嚟講	function_word	syn-top5000-b02-20260718
地圖	no_stable_near_synonym	syn-top5000-b02-20260718
域名	polysemous_no_stable_sense	syn-top5000-b02-20260718
多個	function_word	syn-top5000-b02-20260718
多嘢	function_word	syn-top5000-b02-20260718
天使	no_stable_near_synonym	syn-top5000-b02-20260718
孖	function_word	syn-top5000-b02-20260718
將我	function_word	syn-top5000-b02-20260718
帖子	polysemous_no_stable_sense	syn-top5000-b02-20260718
幾日	function_word	syn-top5000-b02-20260718
得多	function_word	syn-top5000-b02-20260718
曱	function_word	syn-top5000-b02-20260718
會話	no_stable_near_synonym	syn-top5000-b02-20260718
正正	function_word	syn-top5000-b02-20260718
無人	no_stable_near_synonym	syn-top5000-b02-20260718
牙膏	polysemous_no_stable_sense	syn-top5000-b02-20260718
狼	polysemous_no_stable_sense	syn-top5000-b02-20260718
甲蟲	polysemous_no_stable_sense	syn-top5000-b02-20260718
甴	function_word	syn-top5000-b02-20260718
畀人	no_stable_near_synonym	syn-top5000-b02-20260718
結界	polysemous_no_stable_sense	syn-top5000-b02-20260718
裡	function_word	syn-top5000-b02-20260718
見過	no_stable_near_synonym	syn-top5000-b02-20260718
講下	no_stable_near_synonym	syn-top5000-b02-20260718
講緊	no_stable_near_synonym	syn-top5000-b02-20260718
邊有	function_word	syn-top5000-b02-20260718
錶	polysemous_no_stable_sense	syn-top5000-b02-20260718
鏈接	polysemous_no_stable_sense	syn-top5000-b02-20260718
頁面	polysemous_no_stable_sense	syn-top5000-b02-20260718
點呀	function_word	syn-top5000-b02-20260718
點啊	function_word	syn-top5000-b02-20260718
點都	function_word	syn-top5000-b02-20260718
一嘢	function_word	syn-top5000-b03-20260718
一堆	function_word	syn-top5000-b03-20260718
你們	function_word	syn-top5000-b03-20260718
依種	function_word	syn-top5000-b03-20260718
個月	function_word	syn-top5000-b03-20260718
偈	function_word	syn-top5000-b03-20260718
做愛	function_word	syn-top5000-b03-20260718
公主	no_stable_near_synonym	syn-top5000-b03-20260718
冇得	function_word	syn-top5000-b03-20260718
厠	function_word	syn-top5000-b03-20260718
吋	function_word	syn-top5000-b03-20260718
呢排	function_word	syn-top5000-b03-20260718
呯	function_word	syn-top5000-b03-20260718
咁上下	function_word	syn-top5000-b03-20260718
啤	function_word	syn-top5000-b03-20260718
嗰種	function_word	syn-top5000-b03-20260718
嘅樣	function_word	syn-top5000-b03-20260718
噏	function_word	syn-top5000-b03-20260718
好少	no_stable_near_synonym	syn-top5000-b03-20260718
寵物	no_stable_near_synonym	syn-top5000-b03-20260718
就好	function_word	syn-top5000-b03-20260718
左上	function_word	syn-top5000-b03-20260718
得過	function_word	syn-top5000-b03-20260718
慾	function_word	syn-top5000-b03-20260718
戇	function_word	syn-top5000-b03-20260718
成身	function_word	syn-top5000-b03-20260718
我識	function_word	syn-top5000-b03-20260718
捽	function_word	syn-top5000-b03-20260718
摷	function_word	syn-top5000-b03-20260718
晞	function_word	syn-top5000-b03-20260718
曚	function_word	syn-top5000-b03-20260718
曳曳	function_word	syn-top5000-b03-20260718
最大	no_stable_near_synonym	syn-top5000-b03-20260718
柯南	function_word	syn-top5000-b03-20260718
植入	function_word	syn-top5000-b03-20260718
淫賤	function_word	syn-top5000-b03-20260718
瀑布	polysemous_no_stable_sense	syn-top5000-b03-20260718
焗	function_word	syn-top5000-b03-20260718
糖水	no_stable_near_synonym	syn-top5000-b03-20260718
羹	function_word	syn-top5000-b03-20260718
聖誕老人	no_stable_near_synonym	syn-top5000-b03-20260718
舔	polysemous_no_stable_sense	syn-top5000-b03-20260718
蕹	function_word	syn-top5000-b03-20260718
表哥	no_stable_near_synonym	syn-top5000-b03-20260718
講乜	no_stable_near_synonym	syn-top5000-b03-20260718
電芯	function_word	syn-top5000-b03-20260718
風車	polysemous_no_stable_sense	syn-top5000-b03-20260718
鬚	function_word	syn-top5000-b03-20260718
麪	function_word	syn-top5000-b03-20260718
黐	function_word	syn-top5000-b03-20260718
一句話	no_stable_near_synonym	syn-top5000-b04-20260718
一於	function_word	syn-top5000-b04-20260718
下下	function_word	syn-top5000-b04-20260718
下集	no_stable_near_synonym	syn-top5000-b04-20260718
中出	function_word	syn-top5000-b04-20260718
中指	polysemous_no_stable_sense	syn-top5000-b04-20260718
九點	function_word	syn-top5000-b04-20260718
五點	function_word	syn-top5000-b04-20260718
人話	function_word	syn-top5000-b04-20260718
侏	function_word	syn-top5000-b04-20260718
先得	function_word	syn-top5000-b04-20260718
八點	function_word	syn-top5000-b04-20260718
六點	function_word	syn-top5000-b04-20260718
出便	function_word	syn-top5000-b04-20260718
半身	function_word	syn-top5000-b04-20260718
單嘢	function_word	syn-top5000-b04-20260718
嘥	function_word	syn-top5000-b04-20260718
噠	function_word	syn-top5000-b04-20260718
噶	function_word	syn-top5000-b04-20260718
外賣	no_stable_near_synonym	syn-top5000-b04-20260718
多位	function_word	syn-top5000-b04-20260718
夜貓	no_stable_near_synonym	syn-top5000-b04-20260718
太好	no_stable_near_synonym	syn-top5000-b04-20260718
她們	function_word	syn-top5000-b04-20260718
如是	function_word	syn-top5000-b04-20260718
宿舍	no_stable_near_synonym	syn-top5000-b04-20260718
平安夜	no_stable_near_synonym	syn-top5000-b04-20260718
廿	function_word	syn-top5000-b04-20260718
性奴	function_word	syn-top5000-b04-20260718
想要	no_stable_near_synonym	syn-top5000-b04-20260718
打嚟	function_word	syn-top5000-b04-20260718
拜託	no_stable_near_synonym	syn-top5000-b04-20260718
捲	function_word	syn-top5000-b04-20260718
日記	no_stable_near_synonym	syn-top5000-b04-20260718
殺氣	no_stable_near_synonym	syn-top5000-b04-20260718
淘寶	function_word	syn-top5000-b04-20260718
溝女	no_stable_near_synonym	syn-top5000-b04-20260718
玩家	no_stable_near_synonym	syn-top5000-b04-20260718
脾	function_word	syn-top5000-b04-20260718
茄	function_word	syn-top5000-b04-20260718
蕃	function_word	syn-top5000-b04-20260718
行行	function_word	syn-top5000-b04-20260718
讀者	no_stable_near_synonym	syn-top5000-b04-20260718
踢波	no_stable_near_synonym	syn-top5000-b04-20260718
鈕	function_word	syn-top5000-b04-20260718
鍊	function_word	syn-top5000-b04-20260718
鍚	function_word	syn-top5000-b04-20260718
食得	function_word	syn-top5000-b04-20260718
鬍	function_word	syn-top5000-b04-20260718
點講	no_stable_near_synonym	syn-top5000-b04-20260718
一如	function_word	syn-top5000-b05-20260718
下低	function_word	syn-top5000-b05-20260718
下便	function_word	syn-top5000-b05-20260718
不出	function_word	syn-top5000-b05-20260718
不知幾	function_word	syn-top5000-b05-20260718
九龍	function_word	syn-top5000-b05-20260718
人嚟	function_word	syn-top5000-b05-20260718
佈	function_word	syn-top5000-b05-20260718
兩下	function_word	syn-top5000-b05-20260718
兩點	function_word	syn-top5000-b05-20260718
前便	function_word	syn-top5000-b05-20260718
十二點	function_word	syn-top5000-b05-20260718
叮叮	function_word	syn-top5000-b05-20260718
右上	function_word	syn-top5000-b05-20260718
咕	function_word	syn-top5000-b05-20260718
唔多唔少	function_word	syn-top5000-b05-20260718
啡	function_word	syn-top5000-b05-20260718
啤住	function_word	syn-top5000-b05-20260718
喥	function_word	syn-top5000-b05-20260718
嗰次	function_word	syn-top5000-b05-20260718
多得	function_word	syn-top5000-b05-20260718
嬴	function_word	syn-top5000-b05-20260718
射出	function_word	syn-top5000-b05-20260718
得切	function_word	syn-top5000-b05-20260718
得滯	function_word	syn-top5000-b05-20260718
情人節	function_word	syn-top5000-b05-20260718
扐	function_word	syn-top5000-b05-20260718
打畀	function_word	syn-top5000-b05-20260718
搖搖板	function_word	syn-top5000-b05-20260718
摑	function_word	syn-top5000-b05-20260718
收線	function_word	syn-top5000-b05-20260718
柒頭	function_word	syn-top5000-b05-20260718
沙沙	function_word	syn-top5000-b05-20260718
深處	polysemous_no_stable_sense	syn-top5000-b05-20260718
琳	function_word	syn-top5000-b05-20260718
直落	function_word	syn-top5000-b05-20260718
眼定定	function_word	syn-top5000-b05-20260718
眼甘甘	function_word	syn-top5000-b05-20260718
絲襪	polysemous_no_stable_sense	syn-top5000-b05-20260718
老味	function_word	syn-top5000-b05-20260718
臭狐	function_word	syn-top5000-b05-20260718
虧佬	function_word	syn-top5000-b05-20260718
話費	function_word	syn-top5000-b05-20260718
車型	function_word	syn-top5000-b05-20260718
迴	function_word	syn-top5000-b05-20260718
關我事	function_word	syn-top5000-b05-20260718
雞雞	function_word	syn-top5000-b05-20260718
靚靚	function_word	syn-top5000-b05-20260718
麻甩佬	function_word	syn-top5000-b05-20260718
點呢	function_word	syn-top5000-b05-20260718
一本	function_word	syn-top5000-b06-20260718
九月	function_word	syn-top5000-b06-20260718
八月	function_word	syn-top5000-b06-20260718
冷汗	function_word	syn-top5000-b06-20260718
十點	function_word	syn-top5000-b06-20260718
呱	function_word	syn-top5000-b06-20260718
咖	function_word	syn-top5000-b06-20260718
握手	function_word	syn-top5000-b06-20260718
撻	function_word	syn-top5000-b06-20260718
考研	function_word	syn-top5000-b06-20260718
荃灣	function_word	syn-top5000-b06-20260718
螯	function_word	syn-top5000-b06-20260718
設計師	function_word	syn-top5000-b06-20260718
貢	function_word	syn-top5000-b06-20260718
陰毛	function_word	syn-top5000-b06-20260718
