head	reason	batch_id
視頻點播	other_documented	syn-len4-b02-20260718
俠盜飛車	proper_name_or_deixis	syn-len4-b02-20260718
辦公地址	other_documented	syn-len4-b02-20260718
馬可波羅	proper_name_or_deixis	syn-len4-b02-20260718
生涯規劃	other_documented	syn-len4-b02-20260718
教學大綱	other_documented	syn-len4-b02-20260718
毫無保留	cultural_no_binary	syn-len4-b02-20260718
通訊設備	other_documented	syn-len4-b02-20260718
參考價值	other_documented	syn-len4-b02-20260718
柳暗花明	cultural_no_binary	syn-len4-b02-20260718
臨牀經驗	other_documented	syn-len4-b02-20260718
自我安慰	other_documented	syn-len4-b02-20260718
銅仁地區	proper_name_or_deixis	syn-len4-b02-20260718
生生世世	cultural_no_binary	syn-len4-b02-20260718
耳鼻喉科	other_documented	syn-len4-b02-20260718
兩敗俱傷	cultural_no_binary	syn-len4-b02-20260718
學位證書	other_documented	syn-len4-b02-20260718
離子交換	other_documented	syn-len4-b02-20260718
二十一條	proper_name_or_deixis	syn-len4-b02-20260718
火山爆發	other_documented	syn-len4-b02-20260718
春意盎然	cultural_no_binary	syn-len4-b02-20260718
設計規範	other_documented	syn-len4-b02-20260718
國家公園	other_documented	syn-len4-b02-20260718
新鮮空氣	other_documented	syn-len4-b02-20260718
紡織工業	other_documented	syn-len4-b02-20260718
一夜之間	cultural_no_binary	syn-len4-b02-20260718
一年一度	other_documented	syn-len4-b02-20260718
一手一腳	cultural_no_binary	syn-len4-b02-20260718
一閃而過	cultural_no_binary	syn-len4-b02-20260718
冶金工業	other_documented	syn-len4-b02-20260718
口口聲聲	cultural_no_binary	syn-len4-b02-20260718
古靈精怪	cultural_no_binary	syn-len4-b02-20260718
山雨欲來	cultural_no_binary	syn-len4-b02-20260718
從長計議	cultural_no_binary	syn-len4-b02-20260718
私家偵探	other_documented	syn-len4-b02-20260718
見死不救	cultural_no_binary	syn-len4-b02-20260718
順其自然	cultural_no_binary	syn-len4-b02-20260718
中規中矩	cultural_no_binary	syn-len4-b02-20260718
人身保險	other_documented	syn-len4-b02-20260718
手拉葫蘆	other_documented	syn-len4-b02-20260718
歷史沿革	other_documented	syn-len4-b02-20260718
高山流水	cultural_no_binary	syn-len4-b02-20260718
一房一廳	other_documented	syn-len4-b02-20260718
兒童教育	other_documented	syn-len4-b02-20260718
深刻印象	other_documented	syn-len4-b02-20260718
養生之道	cultural_no_binary	syn-len4-b02-20260718
一分一秒	cultural_no_binary	syn-len4-b02-20260718
物超所值	cultural_no_binary	syn-len4-b02-20260718
細胞因子	other_documented	syn-len4-b02-20260718
另行通知	other_documented	syn-len4-b02-20260718
生活空間	other_documented	syn-len4-b02-20260718
長大成人	other_documented	syn-len4-b02-20260718
靈魂深處	other_documented	syn-len4-b02-20260718
不惜一切	cultural_no_binary	syn-len4-b02-20260718
副董事長	other_documented	syn-len4-b02-20260718
春秋戰國	proper_name_or_deixis	syn-len4-b02-20260718
滾子軸承	other_documented	syn-len4-b02-20260718
生活設施	other_documented	syn-len4-b02-20260718
耳鼻咽喉	other_documented	syn-len4-b02-20260718
遠程監控	other_documented	syn-len4-b02-20260718
生活污水	other_documented	syn-len4-b02-20260718
冥冥之中	cultural_no_binary	syn-len4-b02-20260718
天線寶寶	proper_name_or_deixis	syn-len4-b02-20260718
疑難雜症	cultural_no_binary	syn-len4-b02-20260718
五四運動	proper_name_or_deixis	syn-len4-b02-20260718
勞動能力	other_documented	syn-len4-b02-20260718
學習計劃	other_documented	syn-len4-b02-20260718
山盟海誓	cultural_no_binary	syn-len4-b02-20260718
文字處理	other_documented	syn-len4-b02-20260718
流光溢彩	cultural_no_binary	syn-len4-b02-20260718
珍珠奶茶	other_documented	syn-len4-b02-20260718
生殖器官	other_documented	syn-len4-b02-20260718
絕緣材料	other_documented	syn-len4-b02-20260718
面面相覷	cultural_no_binary	syn-len4-b02-20260718
古墓麗影	proper_name_or_deixis	syn-len4-b02-20260718
有氧運動	other_documented	syn-len4-b02-20260718
若有若無	cultural_no_binary	syn-len4-b02-20260718
雲淡風輕	cultural_no_binary	syn-len4-b02-20260718
顧問公司	other_documented	syn-len4-b02-20260718
專家評論	other_documented	syn-len4-b02-20260718
故障排除	other_documented	syn-len4-b02-20260718
百家爭鳴	cultural_no_binary	syn-len4-b02-20260718
龍門石窟	proper_name_or_deixis	syn-len4-b02-20260718
兵臨城下	cultural_no_binary	syn-len4-b02-20260718
千萬富翁	other_documented	syn-len4-b02-20260718
專欄作家	other_documented	syn-len4-b02-20260718
微觀經濟	other_documented	syn-len4-b02-20260718
快樂幸福	other_documented	syn-len4-b02-20260718
海納百川	cultural_no_binary	syn-len4-b02-20260718
童言無忌	cultural_no_binary	syn-len4-b02-20260718
細細品味	cultural_no_binary	syn-len4-b02-20260718
觸手可及	cultural_no_binary	syn-len4-b02-20260718
驀然回首	cultural_no_binary	syn-len4-b02-20260718
天然橡膠	other_documented	syn-len4-b02-20260718
蝴蝶效應	cultural_no_binary	syn-len4-b02-20260718
一念之間	cultural_no_binary	syn-len4-b02-20260718
同母異父	other_documented	syn-len4-b02-20260718
後知後覺	cultural_no_binary	syn-len4-b02-20260718
德克薩斯	proper_name_or_deixis	syn-len4-b02-20260718
數據通信	other_documented	syn-len4-b02-20260718
樂於助人	cultural_no_binary	syn-len4-b02-20260718
熱帶植物	other_documented	syn-len4-b02-20260718
隻言片語	cultural_no_binary	syn-len4-b02-20260718
高脂血症	other_documented	syn-len4-b02-20260718
齊天大聖	proper_name_or_deixis	syn-len4-b02-20260718
一千零一	other_documented	syn-len4-b02-20260718
從頭到腳	other_documented	syn-len4-b02-20260718
瑞士軍刀	proper_name_or_deixis	syn-len4-b02-20260718
經濟週期	other_documented	syn-len4-b02-20260718
縱橫天下	cultural_no_binary	syn-len4-b02-20260718
貿易組織	other_documented	syn-len4-b02-20260718
商業計劃	other_documented	syn-len4-b02-20260718
單身貴族	cultural_no_binary	syn-len4-b02-20260718
尋尋覓覓	cultural_no_binary	syn-len4-b02-20260718
讓人羨慕	other_documented	syn-len4-b02-20260718
通信地址	other_documented	syn-len4-b02-20260718
電源開關	other_documented	syn-len4-b02-20260718
飛蛾撲火	cultural_no_binary	syn-len4-b02-20260718
全副武裝	cultural_no_binary	syn-len4-b02-20260718
兩岸三地	proper_name_or_deixis	syn-len4-b02-20260718
勞動保護	other_documented	syn-len4-b02-20260718
失而復得	cultural_no_binary	syn-len4-b02-20260718
結締組織	other_documented	syn-len4-b02-20260718
鳥語花香	cultural_no_binary	syn-len4-b02-20260718
外科醫生	other_documented	syn-len4-b02-20260718
旋轉木馬	other_documented	syn-len4-b02-20260718
未完待續	cultural_no_binary	syn-len4-b02-20260718
業餘愛好	other_documented	syn-len4-b02-20260718
沙灘排球	other_documented	syn-len4-b02-20260718
菲尼克斯	proper_name_or_deixis	syn-len4-b02-20260718
開花結果	cultural_no_binary	syn-len4-b02-20260718
一臂之力	cultural_no_binary	syn-len4-b02-20260718
壓縮空氣	other_documented	syn-len4-b02-20260718
永無止境	cultural_no_binary	syn-len4-b02-20260718
精密儀器	other_documented	syn-len4-b02-20260718
醉酒駕車	other_documented	syn-len4-b02-20260718
電解電容	other_documented	syn-len4-b02-20260718
不知疲倦	cultural_no_binary	syn-len4-b02-20260718
人機界面	other_documented	syn-len4-b02-20260718
專家系統	other_documented	syn-len4-b02-20260718
怦然心動	cultural_no_binary	syn-len4-b02-20260718
提拉米蘇	proper_name_or_deixis	syn-len4-b02-20260718
曲終人散	cultural_no_binary	syn-len4-b02-20260718
極限運動	other_documented	syn-len4-b02-20260718
第一人稱	other_documented	syn-len4-b02-20260718
血栓形成	other_documented	syn-len4-b02-20260718
遊戲設備	other_documented	syn-len4-b02-20260718
交相輝映	cultural_no_binary	syn-len4-b02-20260718
南沙群島	proper_name_or_deixis	syn-len4-b02-20260718
君臨天下	cultural_no_binary	syn-len4-b02-20260718
報刊雜誌	other_documented	syn-len4-b02-20260718
專題報告	other_documented	syn-len4-b02-20260718
工業學校	other_documented	syn-len4-b02-20260718
惺惺相惜	cultural_no_binary	syn-len4-b02-20260718
立於不敗	cultural_no_binary	syn-len4-b02-20260718
自由職業	other_documented	syn-len4-b02-20260718
開天闢地	cultural_no_binary	syn-len4-b02-20260718
不受歡迎	other_documented	syn-len4-b02-20260718
萬家燈火	cultural_no_binary	syn-len4-b02-20260718
藍顏知己	cultural_no_binary	syn-len4-b02-20260718
不見不散	cultural_no_binary	syn-len4-b02-20260718
先後順序	other_documented	syn-len4-b02-20260718
全身而退	cultural_no_binary	syn-len4-b02-20260718
東方文化	other_documented	syn-len4-b02-20260718
空氣動力	other_documented	syn-len4-b02-20260718
音樂之聲	proper_name_or_deixis	syn-len4-b02-20260718
三言兩語	cultural_no_binary	syn-len4-b02-20260718
傳統教育	other_documented	syn-len4-b02-20260718
將計就計	cultural_no_binary	syn-len4-b02-20260718
燈火通明	cultural_no_binary	syn-len4-b02-20260718
生物降解	other_documented	syn-len4-b02-20260718
精神財富	other_documented	syn-len4-b02-20260718
行政拘留	other_documented	syn-len4-b02-20260718
逃避現實	other_documented	syn-len4-b02-20260718
夕陽西下	cultural_no_binary	syn-len4-b02-20260718
外部鏈接	other_documented	syn-len4-b02-20260718
時光倒流	cultural_no_binary	syn-len4-b02-20260718
機緣巧合	cultural_no_binary	syn-len4-b02-20260718
滿心歡喜	cultural_no_binary	syn-len4-b02-20260718
職業素質	other_documented	syn-len4-b02-20260718
鋼鐵工業	other_documented	syn-len4-b02-20260718
何時何地	cultural_no_binary	syn-len4-b02-20260718
國立大學	other_documented	syn-len4-b02-20260718
帽子戲法	cultural_no_binary	syn-len4-b02-20260718
心如止水	cultural_no_binary	syn-len4-b02-20260718
更勝一籌	cultural_no_binary	syn-len4-b02-20260718
波西米亞	proper_name_or_deixis	syn-len4-b02-20260718
跨海大橋	other_documented	syn-len4-b02-20260718
下班時間	other_documented	syn-len4-b02-20260718
世界地圖	other_documented	syn-len4-b02-20260718
中秋月餅	other_documented	syn-len4-b02-20260718
五大連池	proper_name_or_deixis	syn-len4-b02-20260718
大放異彩	cultural_no_binary	syn-len4-b02-20260718
從無到有	cultural_no_binary	syn-len4-b02-20260718
朝九晚五	cultural_no_binary	syn-len4-b02-20260718
琴棋書畫	cultural_no_binary	syn-len4-b02-20260718
生意興隆	cultural_no_binary	syn-len4-b02-20260718
自由市場	other_documented	syn-len4-b02-20260718
花草樹木	other_documented	syn-len4-b02-20260718
人生在世	cultural_no_binary	syn-len4-b02-20260718
全校師生	other_documented	syn-len4-b02-20260718
四大名著	proper_name_or_deixis	syn-len4-b02-20260718
崗位培訓	other_documented	syn-len4-b02-20260718
意亂情迷	cultural_no_binary	syn-len4-b02-20260718
拔地而起	cultural_no_binary	syn-len4-b02-20260718
課外活動	other_documented	syn-len4-b02-20260718
電子電路	other_documented	syn-len4-b02-20260718
鬼使神差	cultural_no_binary	syn-len4-b02-20260718
黯然失色	cultural_no_binary	syn-len4-b02-20260718
七情六慾	cultural_no_binary	syn-len4-b02-20260718
五官端正	cultural_no_binary	syn-len4-b02-20260718
半信半疑	cultural_no_binary	syn-len4-b02-20260718
基因突變	other_documented	syn-len4-b02-20260718
川流不息	cultural_no_binary	syn-len4-b02-20260718
巨噬細胞	other_documented	syn-len4-b02-20260718
打打鬧鬧	other_documented	syn-len4-b02-20260718
打起精神	cultural_no_binary	syn-len4-b02-20260718
未解之謎	other_documented	syn-len4-b02-20260718
武裝分子	other_documented	syn-len4-b02-20260718
熱氣騰騰	cultural_no_binary	syn-len4-b02-20260718
血肉模糊	cultural_no_binary	syn-len4-b02-20260718
返璞歸真	cultural_no_binary	syn-len4-b02-20260718
電子器件	other_documented	syn-len4-b02-20260718
人間仙境	cultural_no_binary	syn-len4-b02-20260718
化學分析	other_documented	syn-len4-b02-20260718
搶險救災	other_documented	syn-len4-b02-20260718
生物質能	other_documented	syn-len4-b02-20260718
聊齋志異	proper_name_or_deixis	syn-len4-b02-20260718
親密關係	other_documented	syn-len4-b02-20260718
通信服務	other_documented	syn-len4-b02-20260718
醫學檢驗	other_documented	syn-len4-b02-20260718
一飲而盡	cultural_no_binary	syn-len4-b02-20260718
參考消息	proper_name_or_deixis	syn-len4-b02-20260718
呼嘯而過	cultural_no_binary	syn-len4-b02-20260718
國民收入	other_documented	syn-len4-b02-20260718
強身健體	cultural_no_binary	syn-len4-b02-20260718
技術知識	other_documented	syn-len4-b02-20260718
旅遊集散	other_documented	syn-len4-b02-20260718
海水浴場	no_stable_near_synonym	syn-len4-b02-20260718
生存之道	cultural_no_binary	syn-len4-b02-20260718
真命天子	cultural_no_binary	syn-len4-b02-20260718
網絡協議	other_documented	syn-len4-b02-20260718
議事規則	other_documented	syn-len4-b02-20260718
鮮明對比	other_documented	syn-len4-b02-20260718
一個勁兒	cultural_no_binary	syn-len4-b02-20260718
儲蓄銀行	other_documented	syn-len4-b02-20260718
因材施教	cultural_no_binary	syn-len4-b02-20260718
大喝一聲	cultural_no_binary	syn-len4-b02-20260718
弱肉強食	cultural_no_binary	syn-len4-b02-20260718
打高爾夫	other_documented	syn-len4-b02-20260718
推卸責任	other_documented	syn-len4-b02-20260718
揚長而去	cultural_no_binary	syn-len4-b02-20260718
放聲大哭	cultural_no_binary	syn-len4-b02-20260718
百科詞典	other_documented	syn-len4-b02-20260718
視覺藝術	other_documented	syn-len4-b02-20260718
音頻文件	other_documented	syn-len4-b02-20260718
